Code postal,Nom de la structure,Adresse postale,Numéro de téléphone,Site Web,Nom Prénom du référent,Mail contact,Activités proposées,Conditions d'accès,Accompagnement,Public,Équipement,APTIC,Date de mise à jour
44450,Médiathèque Divatte-sur-Loire,LE CALVAIRE (Barbechat) 44450 Divatte-sur-Loire,02 40 33 37 93,http://www.mediatheque-divatte-sur-loire.fr/,,,,gratuit,,,,,
44460,Médiathèque Saint Nicolas de Redon,2 Rue de Tabago 44460 Saint-Nicolas-de-Redon,47.644166, bénéficiaires minima sociaux et demandeurs d'emploi,,,Espace de lecture et d'animation comprenant un point d'accès numérique.,14€ annuel / gratuit : -18 ans,,,,,
44460,Médiathèque  d'Avessac,Rue de Plessé 44460 Avessac,47.652412,,,,Espace de lecture et d'animation ponctuelle possédant un espace d'accès numérique.,14€ annuel / gratuit : -18 ans,,bénéficiaires minima sociaux et demandeurs d'emploi,,,
44480,Médiathèque Jules Verne,13 Rue René Laennec 44480 Donges,240910131,http://mediatheque.ville-donges.fr,,,,Gratuit,,,,,
44490,CCAS Le Croisic,3 Rue de la Duchesse Anne 44490 Le Croisic,228567900,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/par-types-de-lieu/service/centres-communaux-d-action-sociale-ccas/centre-communal-d-action-sociale-ccas-du-croisic-fr-t1_36195,,,,Gratuit,,,,,
44490,Office de Tourisme,6 Rue du Pilori 44490 Le Croisic,240230070,http:/www.tourisme-lecroisic.fr/fr,,,,gratuit,,,,,
44500,Pôle emploi,3 BIS Avenue des Noelles 44500 La Baule-Escoublac,972723949,https://www.pole-emploi.fr/annuaire/la-baule-guerande-44016,,,,Gratuit,,,,,
44500,Office de Tourisme La Baule,8 Place de la Victoire 44500 La Baule-Escoublac,240243444,http://www.labaule-guerande.com,,,,Gratuit,,,,,
44500,Médiathèque  Henri Queffelec,181 Avenue du Maréchal de Lattre de Tassigny 44500 La Baule-Escoublac,240241881,http://www.labaule.fr/bibliotheque-henri-queffelec,,,,gratuit,,,,,
44510,Espace jeunes du Pouliguen,4 Rue Paul Lesage 44510 Le Pouliguen,615209605,https://www.annuaire-administration.com/cij/point-information-jeunesse-du-pouliguen-cij-44135-01.html,,,,cotisation annuelle : 15€ pour les habitants / 20€ hors-commune,,Espace jeunes à destination des 16-25 ans. Accès libre.,,,
44520,Blibliothèque Issé,2 Rue du Chêne Piraud 44520 Issé,240551756,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Lieu de lecture et d’activités,Gratuit,,,,,
44520,Bibliothèque La Meilleraye-de-Bretagne,72 Rue des Frères Temple 44520 La Meilleraye-de-Bretagne,228504478,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,Lieu de lecture et d'activités.,,,gratuit,,,,,
44521,Bibliothèque La Forge aux livres,Rue Saint-Jéréme 44521 Couffé,240963728,http://bibliofil.pays-ancenis.fr/,,,Il s’agit d’une bibliothèque. Vous pouvez venir lire sur place ou emprunter des documents. Vous avez également un accès à un point numérique.,Gratuit,,,,,
44521,Bibliothèque Moisdon-la-rivière,Place de l'église 44520 Moisdon-la-Rivi?Îre,02 40 07 59 88,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Lieu de lecture et d'activités.,gratuit,,,,,
44522,Bibliothèque Les Milles et Une Pages,Boulevard des Arts/Rue des Arts 44522 Mésanger,240968687,http://bibliofil.pays-ancenis.fr/,,,Accès à un point numérique.,gratuit,,,,,
44530,Mission locale Saint-Gildas-des-bois,17 Rue des Forges 44530 Saint-Gildas-des-Bois,240015584,http://www.cc-paysdepontchateau.fr/contacts/mission-locale-rurale-du-sillon,,,,Gratuit,,,,,
44530,Relais CAF,4 Rue de la Roche Buttée 44530 Guenrouet,,https://www.maisondeservicesaupublic.fr/content/guenrouet-bureau-de-poste,,,,Gratuit,,,,,
44530,Médiathèque de Guenrouèt,12 Rue André Caux 44530 Guenrouet,240878006,http://www.guenrouet.fr/la-bibliotheque-intercommunale,,,,Gratuit,,,,,
44530,Médiathèque de Drefféac,1 Rue des Saules 44530 Drefféac,240176054,www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-dreffeac-2,,,,gratuit,,,,,
44530,Maison de service au public,Rue de la Roche Buttée 44530 Guenrouet,,,,,,gratuit,,,,,
44530,Bibliothèque  de Saint Gildas des Bois,17 Rue des Forges 44530 Saint-Gildas-des-Bois,02 40 66 74 64,paysdepontchateau.fr/contacts/bibliotheque-de-st-gildas-des-bois,,,,gratuit,,,,,
44530,Médiathèque de Sévérac,2 Rue de la Gagnerie 44530 Sévérac,240887323,http://www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-severac-2/,,,,Abonnement 11€ par an,,,,,
44530,MSAP,4 Rue de la Roche Buttée 44530 Guenrouet,,,,,,,,,,,
44540,Bibliotheque Les mots passants,18 Avenue Charles Henri de Cosse Brissac (Saint-Mars-la-Jaille) 44540 Vallons-de-l'Erdre,240973726,http://bibliofil.pays-ancenis.fr/,,,Accès à un point numérique.,gratuit,,,,,
44550,Médiathèque Colette,Rue Jean Macé 44550 Saint-Malo-de-Guersac,240911021,http://mediatheque-colette.opac3d.fr/search.php?action=Accueil,,,,gratuit,,,,,
44550,START'AIR Jeunes,3 Rue Pablo Neruda 44550 Montoir-de-Bretagne,240451192,http://www.startair.fr/montoir-de-bretagne,,,,gratuit,,,,,
44550,Médiathèque  municipale Barbara,7 Rue de Berry 44550 Montoir-de-Bretagne,240701151,http://www.mediatheque-montoir.fr,,,,gratuit,,,,,
44550,CCAS Montoir-de Bretagne,65 Rue Jean Jaurès 44550 Montoir-de-Bretagne,240454508,http://www.montoirdebretagne.fr/Vivre-ensemble/L-action-sociale,Centre Communale d'Action Sociale,,,gratuit,,,,,
44550,Start'Air Jeunes Saint-Malo-de-Guersac,52 Rue Aristide Briand 44550 Saint-Malo-de-Guersac,240539612,http://www.startair.fr/saint-malo-de-guersac,,,,Habitant de Saint-Malo-de-Guersac : 7€ par an,,,,,
44560,Espace ACCES CYB,33 Boulevard Dumesnildot 44560 Paimboeuf,,,,,,,,,,,
44570,Médiathèque  Municipale de Trignac,Rue Émile Combes 44570 Trignac,240903266,http://www.mairie-trignac.fr/contacts/mediatheque-municipale,,,,gratuit,,,,,
44570,Cybercentre Trignac,9 Rue Jean Jaurès 44570 Trignac,,,,, Cours Collectif et des Formation,12€ l'atelier + 8 € cotisation ATLC,,,Vidéoprojecteur,,
44570,Pôle emploi,7 Avenue Barbara 44570 Trignac,09 72 72 39 49,https://www.pole-emploi.fr/annuaire/trignac-44194,,,,gratuit,,,,,
44570,Start'Air Jeunes,Allée des Prunus 44570 Trignac,,,,,,,,,,,
44570,cybercentre reseau cyber-base-trignac,9 Rue Jean Jaurès 44570 Trignac,+33 2 40 00 65 28,http://cybercentre-trignac/,,,,,,,,,
44580,MSAP,15 Rue de la Taillée (Bourgneuf-en-Retz) 44580 Villeneuve-en-Retz,,,,,,,,,,,
44590,,17 Rue de la Mairie 44590 Saint-Vincent-des-Landes,,,,,,Gratuit,,,,,
44590,Maison de l'emploi Derval,14 Rue de la Garlais 44590 Derval,240818226,http://www.mde-chateaubriant-derval.fr/site-de-derval/,,,,Gratuit,,,,,
44590,,1 Rue de la Gare 44590 Lusanger,,http://www.biblios-ccsd.net/,,,1 postes informatiques internet et outils bureautiques (excel,,,,,,
44590,Médiathèque de Mouais,3 Place de l'église 44590 Mouais,240076734,http://www.biblios-ccsd.net/,,,,,,,,,
44590,,1 Place du Breil 44590 Sion-les-Mines,,,,,,,,,,,
44590,Médiathèque de de Derval,15 Rue de la Tour Saint-Clair 44590 Derval,240280396,http://www.biblios-ccsd.net,,,,gratuit,,,,,
44590,Axetic,45 Rue de Châteaubriant 44590 Sion-les-Mines,,,,,création de site web,,,,,,
44590,Cyber-base emploi,14 Rue de la Garlais 44590 Derval, 02 40 07 25 81,http://derval.cyber-base.org/,Communauté de communes du secteur de Derval,mailto:cybercentre@cc-derval.fr,Thématiques d'atelier: Animations jeunesseAudio/photo/vidéoBureautiqueInformations parentsInformatiqueInternetRecherche d’emploi,Profil(s): Enfants Jeunes Etudiants Adultes Parents Seniors Demandeurs d’emploi Tarifs: Un abonnement annuel est nécessaire pour profiter des activités de l’espace avec une distinction géographique selon la résidence sur le territoire de la Communauté de ,,Tout public,Matériel: Imprimante couleur,,
44590,,15 Rue de la Tour Saint-Clair 44590 Derval,,,,,,,,,,,
44600,Ecole d'Arts - Ateliers numériques,24 Avenue Léon Blum 44600 Saint-Nazaire,47272408,,,,Création numérique Utilisation de logiciel payant (photoshop) ,Ateliers: 30€ pour les habitants20€  pour les -25ans 60€ hors-commune 40€ pour -25ans hors-communeaccès à l'ordinateur et libre et gratuit,,,imprimante 3D,,
44600,Médiathèque Anne-Frank,51 Boulevard émile Broodcoorens 44600 Saint-Nazaire,,,,, Ateliers numériques  Jeux-vidéos ,Gratuit,,,,,
44600,Espace civique Jacques Dubé,1 BIS Rue des Ajoncs 44600 Saint-Nazaire,228559973,,,,,Gratuit,,,,,
44600,Espace Multimédia Léo Lagrange,1 BIS Rue des Ajoncs 44600 Saint-Nazaire,47267608,,, ANTS,,Gratuit pour les Nazairiens Payant hors commune : 15€,,,,,
44600,Maison de quartier La Bouletterie,29 Rue des Frènes 44600 Saint-Nazaire,240703522,http://www.fmq-saintnazaire.fr/bienvenue/index.php/les-maisons-de-quartier/la-bouletterie,,,,gratuit,,,,,
44600,Pôle emploi,10 Boulevard de l'Université 44600 Saint-Nazaire,09 72 72 39 49,https://www.pole-emploi.fr/annuaire/st-nazaire-44021,,,,gratuit,,,,,
44600,Maison de quartier de l'Immaculée- Beauregard,Route du Point du Jour 44600 Saint-Nazaire,,http:// www.fmq-saintnazaire.fr/bienvenue/index.php/les-maisons-de-quartier/immaculee-beauregardr,,,, sur Rendez-vous.,,,,,
44600,Maison de quartier de Méan- Penhoë,1 Rue Émile Combes 44600 Saint-Nazaire,240660450,http:// www.fmq-saintnazaire.fr/bienvenue/index.php/les-maisons-de-quartier/mean-penhoet,,gratuit,,,,,,,
44600,Médiathèque  Etienne Caux,6 Rue Auguste Baptiste Léchöet 44600 Saint-Nazaire,,http://www.mediatheque.mairie-saintnazaire.fr,,,Accompagnement individuel (sur rendez-vous),,,,,,
44600,Maison de quartier La Chesnaie,1 BIS Rue des Ajoncs 44600 Saint-Nazaire,228559990,http://www.fmq-saintnazaire.fr/bienvenue/index.php/les-maisons-de-quartier/la-chesnaie,,,,gratuit,,,,,
44600,,48 Rue Edgar Degas 44600 Saint-Nazaire,,,,,Des ateliers collectifs.,gratuit,,,,,
44600,C.C.A.S Centre Communal Action Sociale,37 Rue Pierre Mendès France 44600 Saint-Nazaire,240171999,https://www.loire-atlantique.fr/jcms/classement-des-contenus/par-territoire/communaute-d-agglomeration-de-la-region-nazairienne-et-de-l-estuaire/centre-communal-d-action-sociale-ccas-de-saint-nazaire-fr-t1_35938,,,,Gratuit,,,,,
44600,Maison de quartier d'Avalix,3 Rue du Docteur Albert Calmette 44600 Saint-Nazaire,,,,,,adultes : 7€ enfants et jeunes jusqu'à 25 ans : 4€ familles : 11€ associations : 30€,,, 5 ordinateur,,
44600,Relais CAF,2 Place Pierre Semard 44600 Saint-Nazaire,0 810 25 44 10,https://www.loire-atlantique.fr/jcms/classement-des-contenus/par-territoire/communaute-d-agglomeration-de-la-region-nazairienne-et-de-l-estuaire/caf-antenne-de-saint-nazaire-fr-p1_638486,,,,gratuit,,,,,
44600,Mission Locale de l'Agglomération Nazairienne,215 Boulevard du Docteur René Laennec 44600 Saint-Nazaire,240225030,https://www.facebook.com/missionlocaleagglomerationnazairienne,,,,gratuit,,,,,
44600,Maison de quartier Kerl??d??,70 Rue Ferdinand Buisson 44600 Saint-Nazaire,240535000,http:// www.fmq-saintnazaire.fr/bienvenue/index.php/les-maisons-de-quartier/kerlede,,,,gratuit,,,,,
44600,,46 Rue d'Anjou 44600 Saint-Nazaire,,,,,Un lieu d'accompagnement de projet mais aussi d'information,Abonnement 2€ par an,,,,,
44600,MSAP,10 Rue du Sous Préfet Barre 49600 Beaupréau-en-Mauges,,,,,,,,,,,
44600,Centre Information Jeunesse,25 Boulevard Victor Hugo 44600 Saint-Nazaire,,,,,,,,,,,
44600,Ecole municipale d' arts plastiques,24 Avenue Léon Blum 44600 Saint-Nazaire,,,,,,,,,,,
44610,MAIRIE D'INDRE,Avenue de la Loire 44610 Indre,+33 2 40 85 45 88,http://www.indre44.fr/,,,,,,,,,
44610,Le Tiers Lieu - ERN,2 Rue du Stade 44610 Indre,,,,,,,,,,,
44630,Médiathèque du Plessé,3 Espace des 3 Lieux 44630 Plessé,,,,,,14€ annuel / gratuit : -18 ans,,bénéficiaires minima sociaux et demandeurs d'emploi,,,
44650,Bibliothèque de Legé,37 Rue de la Chaussée 44650 Legé,228216220,http://bibliotheque-lege.opac3d.fr/search.php?action=Accueil,,,,gratuit,,,,,
44650,Bibliothèque de Corcoué-sur-Logne,5 Place du Marche 44650 Corcoué-sur-Logne,240058728,http://laplaceauxlivres.opac3d.fr,,,,gratuit,,,,,
44660,Bibliotheque de Rougé,1 Rue du Vieux Rouge 44660 Rougé,,http://castelbriantais.e-sezhame.fr/node/content/nid/14408,,,,Gratuite pour les résidents du territoire,,,,,
44660,Bibliotheque de Ruffigné,Rue des Jonquilles 44660 Ruffigné,02 28 04 02 71,http://castelbriantais.e-sezhame.fr/node/content/nid/14409,,,,,,,,,
44660,Bibliothèque de Fercé,9 Rue de la Mairie 44660 Fercé,240287553,https://castelbriantais.e-sezhame.fr/node/content/nid/14366,,,,,,,,,
44660,Bibliotheque de Soulvache,2 Rue de la Brutz 44660 Soulvache,240077615,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,,,,,,,
44670,Blibliothèque Saint-Julien-de-Vouvantes,39 Rue de la Libération 44670 Saint-Julien-de-Vouvantes,240072476,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Lieu de lecture et d’activités,Gratuit,,,,,
44670,Relais Accueil Proximité Petit auverné,7 Rue Sophie Trébuchet 44670 Petit-Auverné,240555932,http://www.rap-relais-accueil-proximite.fr/,Accompagnement dans les d??marches administratives sur RDV. Stage de formation possible : 1 stage d?ÇÔinitiation et 1 stage de perfectionnement (selon les demandes des adh??rents).,adh??sion participative,,,,,,,
44670,Bibliothèque  Juigné-des-Moutiers,15 Chemin des écoliers 44670 Juigné-des-Moutiers,02 28 04 09 34,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Lieu de lecture et d'activités.,gratuit,,,,,
44670,Bibliothèque La chapelle glain,Saint-René 44670 La Chapelle-Glain,240810333,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Lieu de lecture et d'activités.,gratuit,,,,,
44670,Bibliothèque Petit auverné,7 Rue Sophie Trébuchet 44670 Petit-Auverné,02 40 07 79 76,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Lieu de lecture et d'activités.,gratuit,,,,,
44680,Bibliothèque A Livre Ouvert,32 Avenue de la Source 44680 Sainte-Pazanne,240026913,http://www.bibliotheque-sainte-pazanne.net/,,,,Consultations régulières + accès wifi : adhésion 8€/an  Ateliers : 5€/atelier ou 30€ le forfait annuel (CC Coeur Pays de Retz) - 10€/atelier (hors CC Coeur Pays de Retz),,gratuit : étudiants et demandeurs d'emploi ,,,
44680,Centre Médico-Social,11 Rue de l'Auditoire 44680 Sainte-Pazanne,228250980,,,,,Gratuit,,,,,
44680,Bibliothèque Les Mots Passants,3 BIS Rue de la Bonne Fontaine 44680 Saint-Hilaire-de-Chalôns,240317330,http://www.saint-hilaire-de-chaleons.fr/biliotheque-2/,,,,gratuit,,,,,
44680,Point Information Jeunesse de Sainte-Pazanne,1 Rue de Bazouin 44680 Sainte-Pazanne,240026863,http://www.animationjeunesse.coeurpaysderetz.fr,,,,gratuit,,,,,
44680,Mairie Sainte Pazanne,10 Rue de l'Hôtel de Ville 44680 Sainte-Pazanne,240024374,http://www.sainte-pazanne.fr/,,,,gratuit,,,,,
44680,Cybercentre du Pays de Retz,1 Rue de Bazouin 44680 Sainte-Pazanne,,,,,,,,,,,
44700,,2 Promenade de l'Europe 44700 Orvault,,,,,,,,,,,
44710,Anim'Action,27 Rue de Pornic 44710 Port-Saint-Père,240315318,http://www.animaction.asso.fr/,,,,Gratuit ou prix réduit,,,,,
44710,"Médiathèque Municipale ""Livres y Médias""",2 Rue de la Morinière 44710 Port-Saint-Père,240217827,https//www.saintpereenretz.fr/bouger/culture/mediatheque.html,,,,gratuit,,,,,
44720,Start'Air Jeunes Saint-Joachim,Ile de Brecun 44720 Saint-Joachim,,http://www.startair.fr/saint-joachim,,,,,,Habitant de Saint-Joachim,,,
44720,Bibliothèque Louise Michel,77 Rue Joliot Curie 44720 Saint-Joachim,240616922,http://stjoachim.opac3d.fr,,,,gratuit,,,,,
44730,Médiathèque Lettres de mon Moulin,22 BIS Rue du Redois 44730 Saint-Michel-Chef-Chef,240278630,http://www.stmichelchefchef.fr/mediatheque,,,,gratuit / impression gratuite jusqu'?¦ 5 documents,,,,,
44740,Médiathèque de Batz-sur-Mer,11 Rue de la Plage 44740 Batz-sur-Mer,240238951,http://www.mediatheque.batzsurmer.fr,,,,gratuit,,,,,
44750,Médiathèque de Quilly,Rue de la Mairie 44750 Quilly,970210889,http://www.mediatheques.estuaire-sillon.fr/quilly,,,,gratuit,,,,,
44750,Médiathèque de Campbon,Rue Saint-Victor 44750 Campbon,228018310,http://www.mediatheques.estuaire-sillon.fr/campbon,,,,gratuit,,,,,
44760,Bibliothèque municipale Raymond Devos,Rue des Lutins 44760 Les Moutiers-en-Retz,240827577,,,,,,,,,,
44780,Bibliothèque  de Missillac,4 Rue Fontaine Saint-Jean 44780 Missillac,240193231,http://www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-missillac-2,,,,gratuit,,,,,
44800,Cybercentre de Saint-Herblain (La Harlière),Rue de Sancerre 44800 Saint-Herblain,,,,,,,,,,,
44800,Maison de l'emploi Saint Herblain Sillon,5 BIS Avenue de l'Angevinière 44800 Saint-Herblain,,,,,,,,,,,
44850,Bibliothèque Saint Exupery,40 Rue de Vieillevigne 44850 Ligné,251122611,http://bibliofil.pays-ancenis.fr/,,,Accès à un point numérique.,gratuit,,,,,
44850,Médiathèque Claire Brété cher,62 Rue de Bel-Air 44850 Le Cellier,240254482,http://bibliofil.pays-ancenis.fr/,,,Lieu de lecture et d'activités.,gratuit,,,,,
49000,Rue de la Bourrie (Machecoul) 44270 Machecoul-Saint-Mème,,,,,,,,,,,,
49000,Espace multimédia - Centre J. Tati,5 Rue Eugénie Mansion 49000 Angers,,,,,,,,,,,
49000,Cybercentre de la Roseraie,8 Square Dumont d'Urville 49000 Angers,,,,,,,,,,,
49080,,2 Place de l'Abbé Thomas 49080 Bouchemaine,,,,,,,,,,,
49100,Cybercentre Angers Nord Est,24 Cité du Daguenet 49100 Angers,,,,,,,,,,,
49100,Espace Multimédia La Claverie,Rue de Bourgogne 49100 Angers,,,,,,,,,,,
49100,AMBIANCES Multimedia,10 Rue Bodinier 49100 Angers,,,,,,,,,,,
49100,Association des Foyers Angevins de Jeunes Travailleurs,7 Rue de Haarlem 49100 Angers,,,,,,,,,,,
49112,Association Pellouaillaise Loisirs Animation-PIJ,21 Place de l'échanson (Pellouailles-les-Vignes) 49112 Verrières-en-Anjou,+33 2 41 76 19 15,,,,,,,,,,
49120,Association Centre social du chemillois,5 Rue de la Gabardière (Chemillé-Meslay) 49120 Chemillé-en-Anjou,241305055,,,,,,,,,,
49120,MSAP,5 Rue de la Gabardière (Chemillé-Melay) 49120 Chemillé-en-Anjou,,,,,,,,,,,
49120,,5 Rue de la Gabardière (Chemillé-Melay) 49120 Chemillé-en-Anjou,,,,,,,,,,,
49123,MSAP,6 Rue Michel (Ingrandes) 49123 Ingrandes-Le Fresne sur Loire,,,,,,,,,,,
49150,MSAP,15 Avenue Legoulz de la Boulaie 49150 Baugé-en-Anjou,,,,,,,,,,,
49150,,Square du Pont des Fées 49150 Baugé-en-Anjou,,,,,,,,,,,
49160,Place du Maréchal Leclerc 49160 Longué-Jumelles,Place du Maréchal Leclerc 49160 Longué-Jumelles,,,,,,,,,,,
49170,,5 Rue de Savennières 49170 Saint-Georges-sur-Loire,,,,,,,,,,,
49250,Point Cyb /Bibliothèque Mathu’Lu – SAINT MATHURIN SUR LOIRE,Passage des Grandes Bottes (Saint-Mathurin-sur-Loire) 49250 Loire-Authion,tel:+330241570976,http://www.loire-authion.fr/cybercentres-multimedia,Boris au 06 43 12 33 96Jean-Marie au 06 48 37 40 72,E-mail : vlan@aidal.fr,L’AIDAL engage une démarche d’animation numérique envers tous les publics; en insistant notamment sur la prévention des risques liés à Internet et sur l’éducation aux médias auprès des plus jeunes.,Tous publics,,Tous publics ,,,
49250,Syndicat mixte Loire-Authion,1 Boulevard du Rempart (Beaufort-en-Vallée) 49250 Beaufort-en-Anjou,,,,,,,,,,,
49250,Point Cyb LA MéNITRé,10 Place du Colonel Léon Faye 49250 La Ménitré,,,,,,,,,,,
49260,,139 Rue d'Anjou 49260 Montreuil-Bellay,,,,,,,,,,,
49260,Centre Social Déclic-PIJ,362 Rue du Général de Gaulle 49260 Montreuil-Bellay,,,,,,,,,,,
49270,,20 Rue Jfa Chenouard (Drain) 49270 Orée d'Anjou,02 40 98 26 76,https://fr-fr.facebook.com/Centre-socioculturel-Rives-de-Loire-501447309944512/,,,Accompagnement numérique sur les sites internet des partenaires signataires de la convention mais aussi pour certains des permanences physiques,,,,,,
49290,Train?¦,4 Rue des Poilus 49290 Chalonnes-sur-Loire,,,,,,,,,,,
49300,Centre social et socioculturel Horizon,4 Allée des Aigles 49300 Cholet,+33 2 41 65 13 88,,,,,,,,,,
49300,Espace Jeunesse / CIJ,Rue Saint-Bonaventure 49300 Cholet,,,,,,,,,,,
49300,Centre Social du Verger Point Cyb,Rue du Bois Régnier 49300 Cholet,,,,,,,,,,,
49310,Lys-Haut-Layon,10 Place Charles de Gaulle (Vihiers) 49310 Lys-Haut-Layon,,,,,,,,,,,
49310,VIHIERS - Centre socio-culturel le Coin de la Rue,2 Rue du Comte de Champagny (Vihiers) 49310 Lys-Haut-Layon,,,,,Orientation et vous information autour des démarches administratives,,,, scanner ou téléphone aux organismes partenaires,,
49320,EMILA de Vauchrétien,Rue Principale (Vauchrétien) 49320 Brissac Loire Aubance,,,,,,,,,,,
49320,EMILA de Brissac-Quincé / Réseau ERN,3 Rue du Marin (Brissac-Quincé) 49320 Brissac Loire Aubance,,,,,,,,,,,
49330, C.A.F.,2 Rue des Fontaines 49330 Châteauneuf-sur-Sarthe,,,,,,,,,  Photocopiur scanner...,,
49330,,Allée de la Passion Champigné 49330 Les Hauts d'Anjou,,,,,,,,,,,
49350,Cybercentre des Rosiers-sur-Loire,15 Rue du Mail (les rosiers-sur-loire) 49350 Gennes-Val-de-Loire,,,,,,,,,,,
49380,(Centre Socioculturel des Coteaux du Layon,Le Bourg (Thouarcé) 49380 Bellevigne-en-Layon,02 41 54 06 44,,,,,,,,,,
49390,Cybercentre de Mouliherne,Place des Anciens Combattants 49390 Vernantes,,,,,,,,,,,
49390,,Place de la Mairie 49390 Vernantes,,,,,,,,,,,
49400,SCOOPE,325 Rue Robert Amy 49400 Saumur,,,,,,,,,,,
49400,Cybercentre de la Région de Nozay,16 Route de Nort Sur Erdre 44170 Nozay,,,,,,,,,,,
49400,MJC SAUMUR,Place de Verdun 49400 Saumur,,,,,,,,,,,
49410,CYBERCENTRE - ERN ValMauges,ZI DE LA LANDE (Saint-Florent-le-Vieil) 49410 Mauges-sur-Loire,,,,,,,,,,,
49420,,4 Boulevard de la Prevalaye (Pouancé) 49420 Ombrée d'Anjou,,,,,,,,,,,
49430,,11 Rue Joseph Cugnot 49430 Durtal,,,,,remplissage d'un formulaire et prendre des rendez-vous auprès des divers services publics.,,,,,,
49440, CARSAT...) - utiliser une connexion internet pour les recherches d'emploi,1 Avenue Firmin Tortiger 49440 Candé,,,,,,,,, scanner...,,
49460,Espace Jeunesse-PIJ,10 Rue Lamartine 49460 Montreuil-Juigné,,,,,,,,,,,
49480,Espace jeunesse / PIJ,Avenue de la Francaiserie (Saint-Sylvain-d'Anjou) 49480 Verrières-en-Anjou,,,,,,,,,,,
49490,,1 Rue d'Anjou (Noyant) 49490 Noyant-Villages,,,,,,,,,,,
49500,Comité d' expansion du Segré,LA MAISON NEUVE (Aviré) 49500 Segré-en-Anjou Bleu,,,,,,,,,,,
49520,Cyber-base Maine 301,8 Rue Mazagran 72110 Bonnétable,,,,,,,,,,,
49520,EPIDE-Combrée,1 Rue Chevalier d'Avoynes (Combrée) 49520 Ombrée d'Anjou,02 41 94 94 14,https://www.epide.fr/a-propos-de-lepide/nos-centres/detail-centre/?centre=13&cHash=a1f93279683534976d958cf5aebb5452,Recrutement des “volontaires”         M. Marc Fivel-Demoret,,Accompagnement global reposant sur un cadre structurant; des équipes pluridisciplinaires et un suivi personnalisé dans l’objectif de construire ensemble leur projet professionnel. ,jeunes entre 18 et 25 ans; peu ou pas diplômés et sans travail ,,jeunes entre 18 et 25 ans,,,
49600,Cybercentre du Pays des Mauges (site de Beaupréau),La Loge (Beaupréau) 49600 Beaupréau-en-Mauges,,,,,,,,,,,
49610,EMILA de St-Melaine-sur-Aubance / Réseau ERN,5 Rue Armand Brousse 49610 Saint-Melaine-sur-Aubance,,,,,,,,,,,
49610,EMILA de Juigné-sur-Loire / Réseau ERN,7 Rue de Chambretault (Juigné-sur-Loire) 49610 Les Garennes sur Loire,,,,,,,,,,,
49610,ESPACE MULTIMEDIA JEAN CARMET,Rue Jean Thuleau 49610 Mûrs-Erigné,,,,,,,,,,,
49620,CYBERCENTRE - ERN ValMauges,Place du Bourg Davy (La Pommeraye) 49620 Mauges-sur-Loire,,,,,,,,,,,
49630,Espace Public Numérique de CORNé,39 Place Paul Mauget (Corné) 49630 Loire-Authion,,,,,,,,,,,
49640,,4 Rue des écoles (Daumeray) 49640 Morannes sur Sarthe-Daumeray,,,,,,,,,,,
49650,Espace Public Numérique Brainois,Place de la Mairie 49650 Brain-sur-Allonnes,,,,,,,,,,,
49700,Espace Multimédia,5 Place de Justice de Paix (Doué-la-Fontaine) 49700 Doué-en-Anjou,+33 2 41 59 84 52,http://pagesperso-orange.fr/csdoue/cariboost1/crbst_0.html,,,,,,,,,
49730,Club Informatique RAVI,10 B Rue de la Loire 49730 Varennes-sur-Loire,0241673427ou02415,http://perso.wanadoo.fr/ravi.varennes,,,,,,,,,
49800,A.I.D.A.L,Rue du 8 Mai 1945 (Andard) 49800 Loire-Authion,,,,,,,,,,,
49800,Point Cyb LA DAGUENIERE,29 Rue Ligerienne (La Daguenière) 49800 Loire-Authion,,,,,,,,,,,
49800,Point Cyb LA BOHALLE,Passage de la Mairie (La Daguenière) 49800 Loire-Authion,,,,,,,,,,,
49800,Point Cyb – Médiathèque des 4 vents,2 Rue de la Croix de Bois (Brain-sur-l'Authion) 49800 Loire-Authion,,,,,,,,,,,
49800,Cybercentre de Trélazé,18 Rue Ludovic Menard 49800 Trélazé,,,,,,,,,,,
53100,PIJ,44 Place Gambetta 53100 Mayenne,06 78 29 73 99,http://lespossibles.org/,Florine Olivier,pij@lespossibles.org,,,,,,,
