Code postal,Nom de la structure,Adresse postale,Numéro de téléphone,Site Web,Nom Prénom du référent,Mail contact,Activités proposées,Conditions d'accès,Accompagnement,Public,Équipement,APTIC,Date de mise à jour,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
44190,Pôle Emploi Clisson,7 Allée du Chantre 44190 Clisson,,,,,création d'un espace personnel Pôle Emploi  aide rédaction de CV et lettre motivation,gratuit,,,,,,47.096615,-1.284243,7 Allée du Chantre 44190 Clisson,0.95,housenumber,44043_0309_00007,7,Allée du Chantre,,44190,Clisson,44; Loire-Atlantique; Pays de la Loire,44043,,,
44200,,10 Rue René Viviani 44200 Nantes,,,,,,,,,,,,47.208719,-1.535502,10 Rue René Viviani 44200 Nantes,0.96,housenumber,44109_7250_00010,10,Rue René Viviani,,44200,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44200,ACCOORD Cyber Espace de Nantes,2 Rue Conan Mériadec 44200 Nantes,,,,,,,,,,,,47.206672,-1.550772,2 Rue Conan Mériadec 44200 Nantes,0.96,housenumber,44109_2104_00002,2,Rue Conan Mériadec,,44200,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44210,CCAS Pornic,1 Rue Jean Sarment 44210 Pornic,240829700,,,,,gratuit,,,,,,47.123972,-2.112024,1 Rue Jean Sarment 44210 Pornic,0.95,housenumber,44131_1973_00001,1,Rue Jean Sarment,,44210,Pornic,44; Loire-Atlantique; Pays de la Loire,44131,,,
44210,Cybercentre de Pornic -Médiathèque,35 Rue Tartifume 44210 Pornic,,,,,,,,,,,,47.116741,-2.100931,35 Rue Tartifume 44210 Pornic,0.95,housenumber,44131_4460_00035,35,Rue Tartifume,,44210,Pornic,44; Loire-Atlantique; Pays de la Loire,44131,,,
44210,Cybercentre Pornic,35 Rue Tartifume 44210 Pornic,,http://www.mediatheque-pornic.fr/,,,,il faut être abonné à la médiathèque et rêgler sur place si ateliers payants.,,,,,,47.116741,-2.100931,35 Rue Tartifume 44210 Pornic,0.95,housenumber,44131_4460_00035,35,Rue Tartifume,,44210,Pornic,44; Loire-Atlantique; Pays de la Loire,44131,,,
44210,,1 BIS Rue Jean Sarment 44210 Pornic,,,,,Permanence CAF,,,,,,,47.124345,-2.111678,1 bis Rue Jean Sarment 44210 Pornic,0.95,housenumber,44131_1973_00001_bis,1 bis,Rue Jean Sarment,,44210,Pornic,44; Loire-Atlantique; Pays de la Loire,44131,,,
44210,Centre Médico-Social,35 Rue de la Dette 44210 Pornic,240822030,,,,,gratuit,,,,,,47.119453,-2.106113,35 Rue de la Dette 44210 Pornic,0.95,housenumber,44131_1180_00035,35,Rue de la Dette,,44210,Pornic,44; Loire-Atlantique; Pays de la Loire,44131,,,
44210,Pôlle Emploi,62 Boulevard de Linz 44210 Pornic,,https://www.pole-emploi.fr/,,,,,,,,,,47.12195,-2.114091,62 Boulevard de Linz 44210 Pornic,0.95,housenumber,44131_3281_00062,62,Boulevard de Linz,,44210,Pornic,44; Loire-Atlantique; Pays de la Loire,44131,,,
44230,Centre Socioculturel de l'Allée Verte,1 Rue de l'Allée Verte 44230 Saint-Sébastien-sur-Loire,,,,,,,,,,,,47.195805,-1.487956,Rue de l'Allée Verte 44230 Saint-Sébastien-sur-Loire,0.92,street,44190_0030,,Rue de l'Allée Verte,,44230,Saint-Sébastien-sur-Loire,44; Loire-Atlantique; Pays de la Loire,44190,,,
44240,Médiathèque et ludothèque,Rue René Goscinny 44240 La Chapelle-sur-Erdre,,,,,,,,,,,,47.310427,-1.547685,Rue René Goscinny 44240 La Chapelle-sur-Erdre,0.95,street,44035_4404,,Rue René Goscinny,,44240,La Chapelle-sur-Erdre,44; Loire-Atlantique; Pays de la Loire,44035,,,
44240,Médiathèque Sucé-Sur-Erdre,101 Rue de la Mairie 44240 Sucé-sur-Erdre,240779521,http://www.bibliotheques.cceg.fr/index/index/id_profil/1,,,,-Gratuit pour les nouveaux Sucéens-Famille Sucéenne 10€ -Famille non Sucéenne 20€ Touriste (individuel) 5€,,,,,,47.340042,-1.526222,101 Rue de la Mairie 44240 Sucé-sur-Erdre,0.95,housenumber,44201_0220_00101,101,Rue de la Mairie,,44240,Sucé-sur-Erdre,44; Loire-Atlantique; Pays de la Loire,44201,,,
44250,Guichet Unique Emploi St-Brévin-les-Pins,6 Avenue Jules Ferry 44250 Saint-Brevin-les-Pins,240393701,http://saint-brevin.fr/mairie/guichet-unique-emploi.html,,,,gratuit,,,,,,47.248211,-2.165859,6 Avenue Jules Ferry 44250 Saint-Brevin-les-Pins,0.95,housenumber,44154_1590_00006,6,Avenue Jules Ferry,,44250,Saint-Brevin-les-Pins,44; Loire-Atlantique; Pays de la Loire,44154,,,
44250,Centre Médico-Social,8 Rue de la Résistance 44250 Saint-Brevin-les-Pins,240272585,,,,,gratuit,,,,,,47.246458,-2.16824,8 Rue de la Résistance 44250 Saint-Brevin-les-Pins,0.95,housenumber,44154_2510_00008,8,Rue de la Résistance,,44250,Saint-Brevin-les-Pins,44; Loire-Atlantique; Pays de la Loire,44154,,,
44250,Médiathèque Espace Jules Verne,30 Avenue Jules Verne 44250 Saint-Brevin-les-Pins,,,,,,accès gratuit / impression A4 0,,,,,,47.246741,-2.168529,30 Avenue Jules Verne 44250 Saint-Brevin-les-Pins,0.95,housenumber,44154_1610_00030,30,Avenue Jules Verne,,44250,Saint-Brevin-les-Pins,44; Loire-Atlantique; Pays de la Loire,44154,,,
44260,Médiathèque de Malville,8 Place de l'église 44260 Malville,47360577,,,,,Accès imprimante payante,,,,,,47.360577,-1.863804,8 Place de l'Eglise 44260 Malville,0.94,housenumber,44089_1410_00008,8,Place de l'Eglise,,44260,Malville,44; Loire-Atlantique; Pays de la Loire,44089,,,
44260,Médiathèque de Bouée,8 Place de l'église 44260 Bouée,240549787,http://www.mediatheques.estuaire-sillon.fr/bouee,Médiathèque intercommunale d'Estuaire et Sillon,,,gratuit,,,,,,47.319318,-1.910064,8 Place de l'Eglise 44260 Bouée,0.94,housenumber,44019_0408_00008,8,Place de l'Eglise,,44260,Bouée,44; Loire-Atlantique; Pays de la Loire,44019,,,
44260,Médiathèque de Lavau-sur-Loire,1 BIS Rue de la Mairie 44260 Lavau-sur-Loire,240040876,http://mediatheques.estuaire-sillon.fr/lavausurloire,,,,gratuit,,,,,,47.306235,-1.967544,1 bis Rue de la Mairie 44260 Lavau-sur-Loire,0.94,housenumber,44080_0040_00001_bis,1 bis,Rue de la Mairie,,44260,Lavau-sur-Loire,44; Loire-Atlantique; Pays de la Loire,44080,,,
44260,Médiathèque de la Chapelle-Launay,1 Rue du Sacré-Coeur 44260 La Chapelle-Launay,,http://www.lachapellelaunay.eu/-Bibliotheque-du-Moulin,,,,gratuit,,,,,,47.370807,-1.971237,1 Rue du Sacré-coeur 44260 La Chapelle-Launay,0.94,housenumber,44033_0077_00001,1,Rue du Sacré-coeur,,44260,La Chapelle-Launay,44; Loire-Atlantique; Pays de la Loire,44033,,,
44260,Relais CAF,3 Rue des Mésanges 44260 Savenay,0 810 25 44 10,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/lieux-d-info-habitat-logement/par-public/tout-public/caf-permanence-de-savenay-fr-p2_638500,,,,gratuit,,,,,,47.360328,-1.938762,3 Rue des Mésanges 44260 Savenay,0.95,housenumber,44195_1020_00003,3,Rue des Mésanges,,44260,Savenay,44; Loire-Atlantique; Pays de la Loire,44195,,,
44260,Bouillon de Cultures Malville,8 Place de l'église 44260 Malville,,http://www.bouillondecultures44.fr,,,,60€ par an,,,,,,47.360577,-1.863804,8 Place de l'Eglise 44260 Malville,0.94,housenumber,44089_1410_00008,8,Place de l'Eglise,,44260,Malville,44; Loire-Atlantique; Pays de la Loire,44089,,,
44260,Médiathèque de Savenay,Place de l'Hôtel de Ville 44260 Savenay,240569695,http://www.mediatheques.estuaire-sillon.fr/savenay,,,,gratuit,,,,,,47.359596,-1.943312,Place de l'Hôtel de Ville 44260 Savenay,0.95,street,44195_0660,,Place de l'Hôtel de Ville,,44260,Savenay,44; Loire-Atlantique; Pays de la Loire,44195,,,
44260,Médiathèque de Prinquiau,16 Rue de l'église 44260 Prinquiau,228017672,http://www.mediatheques.estuaire-sillon.fr/prinquiau,,,,gratuit,,,,,,47.362372,-2.009906,16 Rue de l'Eglise 44260 Prinquiau,0.94,housenumber,44137_0182_00016,16,Rue de l'Eglise,,44260,Prinquiau,44; Loire-Atlantique; Pays de la Loire,44137,,,
44270,Mairie Machecoul,5 Place de l'Auditoire (Machecoul) 44270 Machecoul-Saint-Mème,240023550,http://www.machecoul-saint-meme.fr/,,,Le point numérique CAF se situe dans le hall d'accueil de la mairie,Gratuit,,,,,,46.992397,-1.817506,5 Place de l'Auditoire 44270 Machecoul-Saint-Même,0.79,housenumber,44087_0080_00005,5,Place de l'Auditoire,,44270,Machecoul-Saint-Même,44; Loire-Atlantique; Pays de la Loire,44087,44087,Machecoul,
44270,Pôle Emploi Machecoul,19 Rue Marcel Brunelière (Machecoul) 44270 Machecoul-Saint-Mème,3949,https://www.pole-emploi.fr/accueil/,,,,gratuit,,,,,,46.986249,-1.812922,19 Rue Marcel Brunelière 44270 Machecoul-Saint-Même,0.8,housenumber,44087_1059_00019,19,Rue Marcel Brunelière,,44270,Machecoul-Saint-Même,44; Loire-Atlantique; Pays de la Loire,44087,44087,Machecoul,
44270,Bibliothèque de Machecoul Saint-Meme La Virgule,7 Rue des Bouchers (Machecoul) 44270 Machecoul-Saint-Mème,240314761,,La cyber-base est au sein de la biblioth?Îque de Machecoul,ateliers payants : 3?é¼/atelier pour les machecoulais / 4?é¼/atelier pour les communes ext??rieures,,,,,,,,46.992051,-1.820298,7 Rue des Bouchers 44270 Machecoul-Saint-Même,0.78,housenumber,44087_0200_00007,7,Rue des Bouchers,,44270,Machecoul-Saint-Même,44; Loire-Atlantique; Pays de la Loire,44087,44087,Machecoul,
44270,Centre Médico-Social,Boulevard des Prises (Machecoul) 44270 Machecoul-Saint-Mème,240785138,,,,,Gratuit,,,,,,46.995696,-1.815941,Boulevard des Prises 44270 Machecoul-Saint-Même,0.79,street,44087_1480,,Boulevard des Prises,,44270,Machecoul-Saint-Même,44; Loire-Atlantique; Pays de la Loire,44087,44087,Machecoul,
44270,CPAM Machecoul,16 Rue Alexandre Riou (Machecoul) 44270 Machecoul-Saint-Mème,,,,,,,,,,,,46.993278,-1.818278,16 Rue Alexandre Riou 44270 Machecoul-Saint-Même,0.79,housenumber,44087_0020_00016,16,Rue Alexandre Riou,,44270,Machecoul-Saint-Même,44; Loire-Atlantique; Pays de la Loire,44087,44087,Machecoul,
44290,Bibliothèque de Masserac,1 Rue Saint-Benoit 44290 Massérac,240793512,http://mediatheques.redon-agglomeration.bzh/index.php?option=com_content&view=article&id=490:masserac&catid=14:vos-mediatheques&Itemid=33,,,Espace de lecture et d'accès numérique.,Gratuit,,,,,,47.673075,-1.916476,1 Rue Saint Benoit 44290 Massérac,0.94,housenumber,44092_0450_00001,1,Rue Saint Benoit,,44290,Massérac,44; Loire-Atlantique; Pays de la Loire,44092,,,
44290,Médiathèque Marcelle Maurette,5 Rue Saint-Jean 44290 Guémené-Penfao,47.627881,,,,,14€ annuel / gratuit : -18 ans,,bénéficiaires minima sociaux et demandeurs d'emploi,,,,47.627881,-1.833236,5 Rue Saint Jean 44290 Guémené-Penfao,0.95,housenumber,44067_0404_00005,5,Rue Saint Jean,,44290,Guémené-Penfao,44; Loire-Atlantique; Pays de la Loire,44067,,,
44290,Point d'accueil CPAM Guémené-Penfao,2 Rue de Besle 44290 Guémené-Penfao,3646,https://www.ameli.fr,,,,gratuit,,,,,,47.628763,-1.833911,2 Rue de Beslé 44290 Guémené-Penfao,0.95,housenumber,44067_0020_00002,2,Rue de Beslé,,44290,Guémené-Penfao,44; Loire-Atlantique; Pays de la Loire,44067,,,
44290,Bibliothèque de Conquereuil,Place de l'église 44290 Conquereuil,240876502,http://mediatheques.redon-agglomeration.bzh/index.php?option=com_content&view=article&id=46:conquereuil&catid=14:vos-mediatheques&Itemid=72,,,,gratuit,,,,,,47.624605,-1.751116,Place de l'Eglise 44290 Conquereuil,0.94,street,44044_0018,,Place de l'Eglise,,44290,Conquereuil,44; Loire-Atlantique; Pays de la Loire,44044,,,
44300,,1 Rue Eugène Thomas 44300 Nantes,,,,,démarches administratives,,,,,,,47.261657,-1.574051,1 Rue Eugène Thomas 44300 Nantes,0.96,housenumber,44109_2975_00001,1,Rue Eugène Thomas,,44300,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44300,,81 Rue des Renards 44300 Nantes,,,,,Réaliser CV et lettres de motivations,,,,,,,47.259021,-1.568023,81 Rue des Renards 44300 Nantes,0.96,housenumber,44109_7215_00081,81,Rue des Renards,,44300,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44300,,6 Rue Samuel de Champlain 44300 Nantes,,,L'ACMNN propose diférents services au niveau des démarches numériques,,,,,,,,,47.260771,-1.574291,6 Rue Samuel de Champlain 44300 Nantes,0.96,housenumber,44109_7809_00006,6,Rue Samuel de Champlain,,44300,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44300,,56 Route de la Chapelle-Sur-Erdre 44300 Nantes,,,,,,,,,,,,47.257391,-1.57551,56 Route de la Chapelle sur Erdre 44300 Nantes,0.96,housenumber,44109_1664_00056,56,Route de la Chapelle sur Erdre,,44300,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44300,,3 Rue Eugène Thomas 44300 Nantes,,,,,,,,Le Centre Socioculturel du Bout des pavés reçoit  dans l’espace numérique dédié aux jeunes.,,,,47.261627,-1.573637,3 Rue Eugène Thomas 44300 Nantes,0.96,housenumber,44109_2975_00003,3,Rue Eugène Thomas,,44300,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44300,,50 Boulevard Albert Einstein 44300 Nantes,,https://www.pole-emploi.fr/accueil/,,,Propose des formation et accompagne les personnes individuellement sur rendez-vous,,,Parents et enfants,,,,47.263329,-1.568553,50 Boulevard Albert Einstein 44300 Nantes,0.96,housenumber,44109_0083_00050,50,Boulevard Albert Einstein,,44300,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44300,L'EclectiC,3 Rue Eugène Thomas 44300 Nantes,,,,,,,,,,,,47.261627,-1.573637,3 Rue Eugène Thomas 44300 Nantes,0.96,housenumber,44109_2975_00003,3,Rue Eugène Thomas,,44300,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44300,Maison de l'emploi Espace Nord,81 Rue des Renards 44300 Nantes,,,,,,,,,,,,47.259021,-1.568023,81 Rue des Renards 44300 Nantes,0.96,housenumber,44109_7215_00081,81,Rue des Renards,,44300,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44300,Maison de l'emploi Est,9 Rue Augustin Fresnel 44300 Nantes,,,,,,,,,,,,47.241731,-1.523723,9 Rue Augustin Fresnel 44300 Nantes,0.96,housenumber,44109_0459_00009,9,Rue Augustin Fresnel,,44300,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44300,,3 Rue Eugène Thomas 44300 Nantes,,,,,Le bénévole (écrivain public) aide à toute sorte de démarches administratives rédactions de courriers,,,,,,,47.261627,-1.573637,3 Rue Eugène Thomas 44300 Nantes,0.96,housenumber,44109_2975_00003,3,Rue Eugène Thomas,,44300,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44300,,60 Rue de la Bottière 44300 Nantes,,,,,Permanences numériques dans divers lieux sur Nantes; notamment à la Médiathèque Luce Courville et au Pôle associatif des Renards; afin d'aider le public à se familiariser avec l'outil informatique et les logiciels libres.,,,,,,,47.239147,-1.519944,60 Rue de la Bottière 44300 Nantes,0.96,housenumber,44109_1072_00060,60,Rue de la Bottière,,44300,Nantes,44; Loire-Atlantique; Pays de la Loire,44109,,,
44310,Point Numérique CAF St-Philibert-de-Gd-Lieu,24 Rue de l'Hôtel de Ville 44310 Saint-Philbert-de-Grand-Lieu,240789972,http://www.stphilbert.fr/,,,,,,,,,,47.037599,-1.642116,24 Rue de l'Hôtel de Ville 44310 Saint-Philbert-de-Grand-Lieu,0.95,housenumber,44188_0210_00024,24,Rue de l'Hôtel de Ville,,44310,Saint-Philbert-de-Grand-Lieu,44; Loire-Atlantique; Pays de la Loire,44188,,,
44310,Espace Jean de la Fontaine,10 Rue Charles de Gaulle 44310 La Limouzinière,240058282,https://www.mairie-la-limouziniere.com/culture-et-loisirs/espace-jean-de-la-fontaine/,,,,13€ /famille/an,,,,,,46.992321,-1.597142,10 Rue Charles de Gaulle 44310 La Limouzinière,0.94,housenumber,44083_0850_00010,10,Rue Charles de Gaulle,,44310,La Limouzinière,44; Loire-Atlantique; Pays de la Loire,44083,,,
44310,Cybercentre de Saint-Philbert-de-Grandlieu - ERN,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu,,,,,,,,,,,,47.038969,-1.640966,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu,0.95,housenumber,44188_0010_00012,12,Rue de l'Abreuvoir,,44310,Saint-Philbert-de-Grand-Lieu,44; Loire-Atlantique; Pays de la Loire,44188,,,
44310,Cybercentre St-Philibert-de-Gd-Lieu,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu,240780679,http://www.stphilbert.fr/,,,,10€/an : +18 ans / gratuit : -18 ans/demandeurs d'emploi,,,,,,47.038969,-1.640966,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu,0.95,housenumber,44188_0010_00012,12,Rue de l'Abreuvoir,,44310,Saint-Philbert-de-Grand-Lieu,44; Loire-Atlantique; Pays de la Loire,44188,,,
44320,Médiathèque - au bonheur des mots,7 Allée du Théâtre 44320 Chauvé,240643734,http://www.chauve.fr/la.mediatheque-municipale-au-bonheur-des-mots/,,,,,,,,,,47.150664,-1.986067,7 Allée du Théatre 44320 Chauvé,0.94,housenumber,44038_0190_00007,7,Allée du Théatre,,44320,Chauvé,44; Loire-Atlantique; Pays de la Loire,44038,,,
44330,Médiathèque Mille et une pages,16 Rue émile Gabory 44330 Vallet,24039184,bibliotheques.cc-vallet.fr,,,,gratuit,,,,,,47.16211,-1.268697,16 Rue Emile Gabory 44330 Vallet,0.95,housenumber,44212_0500_00016,16,Rue Emile Gabory,,44330,Vallet,44; Loire-Atlantique; Pays de la Loire,44212,,,
44330,Cybercentre de la Communauté de Communes de Vallet,1 BIS Place Charles de Gaulle 44330 Vallet,,,,,,,,,,,,47.160905,-1.26543,1 bis Place Charles de Gaulle 44330 Vallet,0.95,housenumber,44212_0300_00001_bis,1 bis,Place Charles de Gaulle,,44330,Vallet,44; Loire-Atlantique; Pays de la Loire,44212,,,
44340,,33 Avenue du Général de Gaulle 44340 Bouguenais,,,,,,,,,,,,47.177925,-1.618644,33 Avenue du Général de Gaulle 44340 Bouguenais,0.95,housenumber,44020_1620_00033,33,Avenue du Général de Gaulle,,44340,Bouguenais,44; Loire-Atlantique; Pays de la Loire,44020,,,
44350,,2 Avenue Anne de Bretagne 44350 Guérande,,,,,,,,,,,,47.331426,-2.427557,2 Avenue Anne de Bretagne 44350 Guérande,0.95,housenumber,44069_0043_00002,2,Avenue Anne de Bretagne,,44350,Guérande,44; Loire-Atlantique; Pays de la Loire,44069,,,
44350,Relais CAF,1 Impasse Anne de Bretagne 44350 Guérande,08 10 25 44 10,https://www.loire-atlantique.fr/jcms/classement-des-contenus/par-territoire/communaute-d-agglomeration-cap-atlantique/caf-relais-de-la-presqu-ile-guerandaise-fr-p2_638493,,,,gratuit,,,,,,47.331463,-2.426866,Impasse Anne de Bretagne 44350 Guérande,0.91,street,44069_0045,,Impasse Anne de Bretagne,,44350,Guérande,44; Loire-Atlantique; Pays de la Loire,44069,,,
44350,CYBERCENTRE,22 Faubourg Saint-Michel 44350 Guérande,,,,,,,,,,,,47.326562,-2.425138,22 Faubourg Saint-michel 44350 Guérande,0.95,housenumber,44069_2179_00022,22,Faubourg Saint-michel,,44350,Guérande,44; Loire-Atlantique; Pays de la Loire,44069,,,
44350,,2 Avenue Anne de Bretagne 44350 Guérande,,,,,,,,,,,,47.331426,-2.427557,2 Avenue Anne de Bretagne 44350 Guérande,0.95,housenumber,44069_0043_00002,2,Avenue Anne de Bretagne,,44350,Guérande,44; Loire-Atlantique; Pays de la Loire,44069,,,
44350,Mission locale de la Presque île Guérandaise,2 Rue Louis léon 44350 Guérande,240429676,http://mlpresquileguerandaise.com,,,,gratuit,,,,,,47.337506,-2.433484,2 Rue Louis Eon 44350 Guérande,0.86,housenumber,44069_1255_00002,2,Rue Louis Eon,,44350,Guérande,44; Loire-Atlantique; Pays de la Loire,44069,,,
44360,Médiathèque Jacques Fairand,2 Avenue des Quatre Vents 44360 Cordemais,240578220,http://www.bmcordemais.cassioweb.com,,,,gratuit,,,,,,47.290599,-1.877944,2 Avenue des 4 Vents 44360 Cordemais,0.75,housenumber,44045_0165_00002,2,Avenue des 4 Vents,,44360,Cordemais,44; Loire-Atlantique; Pays de la Loire,44045,,,
44360,Club informatique Micromédia,2 Avenue des Quatre Vents 44360 Cordemais,,,,,Un club informatique qui donne des cours collectifs ou individuels,50€ pour le reste du public,,,,,,47.290599,-1.877944,2 Avenue des 4 Vents 44360 Cordemais,0.75,housenumber,44045_0165_00002,2,Avenue des 4 Vents,,44360,Cordemais,44; Loire-Atlantique; Pays de la Loire,44045,,,
44360,Bibliothèque de Saint-Etienne de Montluc,3 Rue de la Paix 44360 Saint-étienne-de-Montluc,02 40 86 97 35,bibliotheque.st-etienne-montluc.net,,,,Commune: 7€30 par an ( + 18 ans) Hors commune: 13€40 (+ 18 ans),,,,,,47.275267,-1.781321,3 Rue de la Paix 44360 Saint-Étienne-de-Montluc,0.95,housenumber,44158_1280_00003,3,Rue de la Paix,,44360,Saint-Étienne-de-Montluc,44; Loire-Atlantique; Pays de la Loire,44158,,,
44370,Bibliothèque L'école buissonnière,Square des Mésanges (Varades) 44370 Loireauxence,240983389,http://bibliofil.pays-ancenis.fr/,,,Accès à un point numérique.,gratuit,,,,,,47.389537,-1.027869,Square des Mésanges 44370 Loireauxence,0.79,street,44213_0099,,Square des Mésanges,,44370,Loireauxence,44; Loire-Atlantique; Pays de la Loire,44213,44213,Varades,
44370,Pôle Santé Social de Loire Auxence,182 Rue du Mal Foch (Varades) 44370 Loireauxence,240986394,http://www.loireauxence.fr/,,,Vous trouverez ici de l'aide et de l'accompagnement dans vos démarches administratives.,Gratuit,,,,,,47.385893,-1.032294,182 Rue du Maréchal Foch 44370 Loireauxence,0.74,housenumber,44213_0097_00182,182,Rue du Maréchal Foch,,44370,Loireauxence,44; Loire-Atlantique; Pays de la Loire,44213,44213,Varades,
44380,Médiathèque Jacques Lambert,Avenue de la Mer 44380 Pornichet,251732222,mediatheque.ville-pornichet.com,,,,Gratuit,,,,,,47.26785,-2.3478,Avenue de la Mer 44380 Pornichet,0.95,street,44132_0870,,Avenue de la Mer,,44380,Pornichet,44; Loire-Atlantique; Pays de la Loire,44132,,,
44380,CCAS Pornichet,115 Avenue du Général de Gaulle 44380 Pornichet,240115538,,,,,gratuit,,,,,,47.26294,-2.33982,115 Avenue du Général de Gaulle 44380 Pornichet,0.95,housenumber,44132_0550_00115,115,Avenue du Général de Gaulle,,44380,Pornichet,44; Loire-Atlantique; Pays de la Loire,44132,,,
44390,Bibliothèque de Saffré,Avenue du Château 44390 Saffré,251815662,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,,,,Tarif: -20ans gratuit +20ans:7€  +20ans et hors CCRN : 10€,,,,,,47.501262,-1.578929,Avenue du Château 44390 Saffré,0.94,street,44149_0048,,Avenue du Château,,44390,Saffré,44; Loire-Atlantique; Pays de la Loire,44149,,,
44390,Bibliothèque  de Puceul,1 Route des Gremets 44390 Puceul,02 40 79 28 12,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,,tarif -20ans :gratuittarif+20ans:7?é¼ et 10?é¼habitant hors du CCRN,,,,,,,,47.521916,-1.617678,1 Route des Gremets 44390 Puceul,0.94,housenumber,44138_0027_00001,1,Route des Gremets,,44390,Puceul,44; Loire-Atlantique; Pays de la Loire,44138,,,
44390,,2 BIS Place du Champ de Foire 44390 Nort-sur-Erdre,,,,,,,,,,,,47.43656,-1.500552,2 bis Place du Champ de Foire 44390 Nort-sur-Erdre,0.95,housenumber,44110_0120_00002_bis,2 bis,Place du Champ de Foire,,44390,Nort-sur-Erdre,44; Loire-Atlantique; Pays de la Loire,44110,,,
44390,Médiathèque Nort-sur-Erdre,35 Rue du Général Leclerc 44390 Nort-sur-Erdre,02 40 29 51 90,https://www.biblioth?Îques.cceg.fr,,,Espace de lecture et d'animation comprenant un point d'accès numérique.,gratuit,,,,,,47.43837,-1.499583,35 Rue du Général Leclerc 44390 Nort-sur-Erdre,0.95,housenumber,44110_0300_00035,35,Rue du Général Leclerc,,44390,Nort-sur-Erdre,44; Loire-Atlantique; Pays de la Loire,44110,,,
44400,Centre Information Jeunesse de Rezé,19 Avenue de la Vendée 44400 Rezé,,,,,,,,,,,,47.185012,-1.559797,Avenue de la Vendée 44400 Rezé,0.87,street,44143_3640,,Avenue de la Vendée,,44400,Rezé,44; Loire-Atlantique; Pays de la Loire,44143,,,
44400,Maison de l'emploi Rezé Pont Rousseau,8 Rue Jean Baptiste Vigier 44400 Rezé,,,,,,,,,,,,47.191074,-1.546194,8 Rue Jean Baptiste Vigier 44400 Rezé,0.96,housenumber,44143_1920_00008,8,Rue Jean Baptiste Vigier,,44400,Rezé,44; Loire-Atlantique; Pays de la Loire,44143,,,
44400,,17 Chemin Fontaine Launay 44400 Rezé,,,,,Collecte et vente d'ordinateurs reconditionnés sous Linux,gratuit,,,,,,47.187256,-1.547823,Chemin Fontaine Launay 44400 Rezé,0.88,street,44143_1329,,Chemin Fontaine Launay,,44400,Rezé,44; Loire-Atlantique; Pays de la Loire,44143,,,
44410,Bibliothèque Le Pré aux Livres,14 Rue de la Fontaine 44410 Assérac,240017286,www.asserac.fr,,,,Gratuit,,,,,,47.430692,-2.392121,14 Rue de la Fontaine 44410 Assérac,0.94,housenumber,44006_0320_00014,14,Rue de la Fontaine,,44410,Assérac,44; Loire-Atlantique; Pays de la Loire,44006,,,
44410,Mairie Point Emploi,1 Avenue de la Monneraye 44410 Herbignac,240889001,http://www.herbignac.com/?-Orientation-et-Emploi-,,,,gratuit,,,,,,47.449286,-2.315981,1 Avenue de la Monneraye 44410 Herbignac,0.95,housenumber,44072_xsxqxt_00001,1,Avenue de la Monneraye,,44410,Herbignac,44; Loire-Atlantique; Pays de la Loire,44072,,,
44410,Centre Communal d'Action Sociale (CCAS) d'Herbignac,1 Avenue de la Monneraye 44410 Herbignac,02 40 88 86 94,,,,,,,,,,,47.449286,-2.315981,1 Avenue de la Monneraye 44410 Herbignac,0.95,housenumber,44072_xsxqxt_00001,1,Avenue de la Monneraye,,44410,Herbignac,44; Loire-Atlantique; Pays de la Loire,44072,,,
44410,MSAP,2 Rue de la Brière 44410 Saint-Lyphard,,,,,,,,,,,,47.397759,-2.305512,Rue de la Brière 44410 Saint-Lyphard,0.9,street,44175_0100,,Rue de la Brière,,44410,Saint-Lyphard,44; Loire-Atlantique; Pays de la Loire,44175,,,
44410,,24 Rue Pasteur 44410 Herbignac,,,,,,,,,,,,47.449806,-2.316913,Rue du Prieuré 44410 Herbignac,0.55,street,44072_0340,,Rue du Prieuré,,44410,Herbignac,44; Loire-Atlantique; Pays de la Loire,44072,,,
