INDEX,SOURCE,SOURCE_codes,NOM DU LIEU,ADRESSE,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
pingcarto27_,CAP Tiers-Lieux,CAPTL,Wattignies Social Club,13 Boulevard des Martyrs Nantais de la Résistance 44000 Nantes,47.20422,-1.546397,13 Boulevard des Martyrs Nantais de la Résistance 44200 Nantes,0.91,housenumber,44109_5448_00013,13,Boulevard des Martyrs Nantais de la Résistance,,44200,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,
pingcarto28_,CAP Tiers-Lieux,CAPTL,Forum Titi,7 Rue Louis Blériot 44700 Orvault,47.253081,-1.617958,7 Rue Louis Blériot 44700 Orvault,0.95,housenumber,44114_1013_00007,7,Rue Louis Blériot,,44700,Orvault,"44, Loire-Atlantique, Pays de la Loire",44114,,,
pingcarto29_,PiNG,PiNG,Centre Socio-culturel de l’Allée Verte,1 rue de l’allée verte 44230 Saint-Sébastien-sur-Loire,47.195805,-1.487956,Rue de l'Allée Verte 44230 Saint-Sébastien-sur-Loire,0.92,street,44190_0030,,Rue de l'Allée Verte,,44230,Saint-Sébastien-sur-Loire,"44, Loire-Atlantique, Pays de la Loire",44190,,,
pingcarto30_,CGET,CGET,Workhub,1 avenue des Lions 44800 Saint-Herblain,47.246325,-1.617535,1 Avenue des Lions 44800 Saint-Herblain,0.96,housenumber,44162_1537_00001,1,Avenue des Lions,,44800,Saint-Herblain,"44, Loire-Atlantique, Pays de la Loire",44162,,,
pingcarto31_,CGET – CAP Tiers-Lieux,CGET-CAPTL,La Ruche Saint-Nazaire,25 Rue de l'étoile du matin 44600 Saint-Nazaire,47.2595,-2.27175,25 Rue de l'Etoile du Matin 44600 Saint-Nazaire,0.96,housenumber,44184_1872_00025,25,Rue de l'Etoile du Matin,,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,
pingcarto32_,CGET,CGET,Office Coffee,21 Avenue du Commandant l'Herminier 44600 Saint-Nazaire,47.28556,-2.2139,21 Avenue du Commandant l'Herminier 44600 Saint-Nazaire,0.96,housenumber,44184_1220_00021,21,Avenue du Commandant l'Herminier,,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,
pingcarto33_,CAP Tiers-Lieux,CAPTL,Les abeilles 44,3 rue de l'Écluse Saint-Nazaire 44600 Saint-Nazaire,47.27138,-2.20135,3 Rue de l'Ecluse 44600 Saint-Nazaire,0.7,housenumber,44184_1670_00003,3,Rue de l'Ecluse,,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,
pingcarto34_,CGET,CGET,Le Périscop,18 Boulevard Paul Perrin 44600 Saint-Nazaire,47.28592,-2.2148,18 Boulevard Paul Perrin 44600 Saint-Nazaire,0.96,housenumber,44184_4630_00018,18,Boulevard Paul Perrin,,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,
pingcarto35_,PiNG,PiNG,Ecole d'Arts - Ateliers numériques,24 Avenue Léon Blum 44600 Saint-Nazaire,47.27263,-2.21199,24 Avenue Léon Blum 44600 Saint-Nazaire,0.96,housenumber,44184_3740_00024,24,Avenue Léon Blum,,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,
pingcarto36_,CAP Tiers-Lieux – PiNG,CAPTL-PiNG,Bluelab,66 Centre République 44600 Saint-Nazaire,47.27852,-2.21234,Bâtiment Centre République 44600 Saint-Nazaire,0.76,street,44184_k9uape,,Bâtiment Centre République,,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,
pingcarto37_,PiNG,PiNG,Centre Socioculturel Tempo,7 rue du 11 novembre 44130 Blain,47.476321,-1.763342,7 Rue du 11 Novembre 44130 Blain,0.95,housenumber,44015_0493_00007,7,Rue du 11 Novembre,,44130,Blain,"44, Loire-Atlantique, Pays de la Loire",44015,,,
pingcarto38_,CAP Tiers-Lieux,CAPTL,La Minothèque,21 bis rue Louis Guihot 44130 Bouvron,47.418131,-1.846606,Rue Louis Guihot 44130 Bouvron,0.77,street,44023_0054,,Rue Louis Guihot,,44130,Bouvron,"44, Loire-Atlantique, Pays de la Loire",44023,,,
pingcarto39_,CAP Tiers-Lieux,CAPTL,Le Transistore,La Chapelle sur Erdre,47.302321,-1.561918,La Chapelle-sur-Erdre,0.95,municipality,44035,,La Chapelle-sur-Erdre,,44240,La Chapelle-sur-Erdre,"44, Loire-Atlantique, Pays de la Loire",44035,,,
pingcarto40_,CAP Tiers-Lieux,CAPTL,Le Millelieu,1 rue Félix Platel 44310 Saint Philbert de Grand Lieu,47.03702,-1.643094,1 Rue Félix Platel 44310 Saint-Philbert-de-Grand-Lieu,0.95,housenumber,44188_0150_00001,1,Rue Félix Platel,,44310,Saint-Philbert-de-Grand-Lieu,"44, Loire-Atlantique, Pays de la Loire",44188,,,
pingcarto41_,CGET,CGET,Hackerspace LaFaCh (Amicale Laïque Castelbriantaise),13 Place Ernest Breant 44110 Châteaubriant,47.721596,-1.376319,13 Place Ernest Bréant 44110 Châteaubriant,0.95,housenumber,44036_0560_00013,13,Place Ernest Bréant,,44110,Châteaubriant,"44, Loire-Atlantique, Pays de la Loire",44036,,,
pingcarto42_,CGET,CGET,Cow-B,7 Rue Jean-Baptiste Olivier 44130 Bouvron,47.417185,-1.844182,7 Rue Jean-baptiste Olivier 44130 Bouvron,0.94,housenumber,44023_0047_00007,7,Rue Jean-baptiste Olivier,,44130,Bouvron,"44, Loire-Atlantique, Pays de la Loire",44023,,,
pingcarto43_,CGET,CGET,Le 3ème Lieu,8 place de l’Église 44170 Abbaretz,47.552638,-1.533689,8 Place de l'Eglise 44170 Abbaretz,0.94,housenumber,44001_0295_00008,8,Place de l'Eglise,,44170,Abbaretz,"44, Loire-Atlantique, Pays de la Loire",44001,,,
pingcarto44_,CGET,CGET,L’Incubacteur Estuaire et Sillon,La Croix Gaudin 44360 Saint-Etienne de Montluc,47.281019,-1.733729,La Croix Gaudin 44360 Saint-Étienne-de-Montluc,0.95,street,44158_b386,,La Croix Gaudin,,44360,Saint-Étienne-de-Montluc,"44, Loire-Atlantique, Pays de la Loire",44158,,,
pingcarto45_,CGET – CAP Tiers-Lieux,CGET-CAPTL,Coworkstation,1 route de Saint Fiacre 44190 Gorges,47.100089,-1.306367,1 Route de Saint-fiacre 44190 Gorges,0.95,housenumber,44064_0140_00001,1,Route de Saint-fiacre,,44190,Gorges,"44, Loire-Atlantique, Pays de la Loire",44064,,,
pingcarto46_,PiNG – CGET – CAP Tiers-Lieux,PiNG-CGET-CAPTL,Gullivigne,6 rue des Filatures ZA de Tabari Sud  Clisson,47.078194,-1.290865,6 Rue des Filatures 44190 Clisson,0.59,housenumber,44043_0846_00006,6,Rue des Filatures,,44190,Clisson,"44, Loire-Atlantique, Pays de la Loire",44043,,,
pingcarto47_,CAP Tiers-Lieux,CAPTL,Cosy Parenthèse,3 Venelle de l’Escarpe 44190 Clisson,47.087077,-1.282387,3 Venelle de l'Escarpe 44190 Clisson,0.95,housenumber,44043_0785_00003,3,Venelle de l'Escarpe,,44190,Clisson,"44, Loire-Atlantique, Pays de la Loire",44043,,,
pingcarto48_,PiNG – CAP Tiers-Lieux,PiNG-CAPTL,Le Fablab Pays d’Ancenis,5 Place Armand de Béthune 44150 Ancenis,47.364199,-1.19173,5 Place Armand de Bethune 44150 Ancenis-Saint-Géréon,0.76,housenumber,44003_cisdmi_00005,5,Place Armand de Bethune,,44150,Ancenis-Saint-Géréon,"44, Loire-Atlantique, Pays de la Loire",44003,,,
pingcarto49_,CAP Tiers-Lieux,CAPTL,Cultivons les Cailloux,2  rue de Charost 44150 Ancenis St Géréon ,47.365457,-1.178884,2 Rue de Charost 44150 Ancenis-Saint-Géréon,0.84,housenumber,44003_0210_00002,2,Rue de Charost,,44150,Ancenis-Saint-Géréon,"44, Loire-Atlantique, Pays de la Loire",44003,,,
pingcarto50_,CAP Tiers-Lieux,CAPTL,Cowork Notre Dame,21 Route de Nantes 44430 Le Loroux-Bottereau,47.238253,-1.35526,21 Route de Nantes 44430 Le Loroux-Bottereau,0.95,housenumber,44084_0520_00021,21,Route de Nantes,,44430,Le Loroux-Bottereau,"44, Loire-Atlantique, Pays de la Loire",44084,,,
pingcarto51_,CGET,CGET,La Folie,2 bis Avenue de L’Ile de France 85160 St-Jean-de-Monts,46.781941,-2.067198,Avenue de l'Ile de France 85160 Saint-Jean-de-Monts,0.77,street,85234_2430,,Avenue de l'Ile de France,,85160,Saint-Jean-de-Monts,"85, Vendée, Pays de la Loire",85234,,,
pingcarto52_,CGET,CGET,La Loco Numérique,123 Boulevard Louis Blanc 85000 La Roche S/Yon,46.665685,-1.439859,Rue de l'Oiseau Blanc 85000 La Roche-sur-Yon,0.45,street,85191_1860,,Rue de l'Oiseau Blanc,,85000,La Roche-sur-Yon,"85, Vendée, Pays de la Loire",85191,,,
pingcarto53_,CAP Tiers-Lieux,CAPTL,Le Village de la Vergne,La Vergne Babouin 85 000 La Roche-sur-Yon,,,,,,,,,,,,,,,,
pingcarto54_,PiNG,PiNG,Lab Ouest,123 Boulevard Louis Blanc 85000 La Roche-sur-Yon,46.674176,-1.435228,123 Boulevard Louis Blanc 85000 La Roche-sur-Yon,0.96,housenumber,85191_1430_00123,123,Boulevard Louis Blanc,,85000,La Roche-sur-Yon,"85, Vendée, Pays de la Loire",85191,,,
pingcarto55_,CGET,CGET,Espace Flo'tille,31 bis rue Amiral Alquier La Flocellière Sèvremont,46.832206,-0.863155,Rue Amiral Alquier 85700 Sèvremont,0.54,street,85090_0020,,Rue Amiral Alquier,,85700,Sèvremont,"85, Vendée, Pays de la Loire",85090,85090,La Flocellière,
pingcarto56_,CAP Tiers-Lieux,CAPTL,Le Girafoscope – ArMulETe,69 bis rue des Loges 85200 Fontenay-le-Comte,46.467381,-0.804077,Rue des Loges 85200 Fontenay-le-Comte,0.8,street,85092_1150,,Rue des Loges,,85200,Fontenay-le-Comte,"85, Vendée, Pays de la Loire",85092,,,
pingcarto57_,CGET – CAP Tiers-Lieux – PiNG,CGET – CAPTL – PiNG,Lab’Oddas’Sieux,Maison de quartier 11 rue du Gaingalet 85200 Fontenay-le-Comte,46.459185,-0.785164,11 Rue du Gaingalet 85200 Fontenay-le-Comte,0.67,housenumber,85092_0735_00011,11,Rue du Gaingalet,,85200,Fontenay-le-Comte,"85, Vendée, Pays de la Loire",85092,,,
pingcarto58_,PiNG – CAP Tiers-Lieux,PiNG-CAPTL,Le Ludy Lab,2 rue du Bocage Chambretaud 85500 Chanverrie,46.922565,-0.962397,2 Rue du Bocage (Chambretaud) 85500 Chanverrie,0.94,housenumber,85048_0015_00002,2,Rue du Bocage (Chambretaud),,85500,Chanverrie,"85, Vendée, Pays de la Loire",85302,85048,Chambretaud,
pingcarto59_,CAP Tiers-Lieux,CAPTL,Le Moulin créatif,4 rue Saint-Exupéry 85600 Saint-Hilaire-De-Loulay,46.980371,-1.330094,4 Rue St Exupery 85600 Montaigu-Vendée,0.41,housenumber,85224_0067_00004,4,Rue St Exupery,,85600,Montaigu-Vendée,"85, Vendée, Pays de la Loire",85146,85224,Saint-Hilaire-de-Loulay,
pingcarto60_,PiNG – CAP Tiers-Lieux – CGET,PiNG-CAPTL-CGET,Le boc@l,Centre social du chemillois 5 rue de la Gabradière 49120 Chemillé en Anjou,47.281416,-0.731534,5 Rue du Val de Loire (la Jumellière) 49120 Chemillé-en-Anjou,0.57,housenumber,49092_2005_00005,5,Rue du Val de Loire (la Jumellière),,49120,Chemillé-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49092,49169,La Jumellière,
pingcarto61_,CGET,CGET,Weforge Angers,25 rue Lenepveu 49000 Angers,47.472107,-0.551202,25 Rue Lenepveu 49100 Angers,0.84,housenumber,49007_4750_00025,25,Rue Lenepveu,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,
pingcarto62_,CGET,CGET,Espace OASIS,1 Rue Saint Samson 49100 Angers,47.476745,-0.5433,1 Rue Saint-samson 49100 Angers,0.96,housenumber,49007_7345_00001,1,Rue Saint-samson,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,
pingcarto63_,CGET,CGET,Espace OASIS 2,12 Rue Saint Maurille 49100 Angers,47.471331,-0.5497,12 Rue Saint-maurille 49100 Angers,0.96,housenumber,49007_7310_00012,12,Rue Saint-maurille,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,
pingcarto64_,CGET,CGET,SynerJ,12 place Imbach 49100 Angers,47.473792,-0.548854,12 Place Louis Imbach 49100 Angers,0.8,housenumber,49007_4970_00012,12,Place Louis Imbach,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,
pingcarto65_,CGET,CGET,ESPACE CO 49,6 Rue René Brémont 49100 Angers,47.465918,-0.559505,6 Rue René Bremont 49100 Angers,0.96,housenumber,49007_6730_00006,6,Rue René Bremont,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,
pingcarto66_,CAP Tiers-Lieux,CAPTL,Le 122 - Paï Paï,122 Rue de la Chalouère 49100 Angers,47.48428,-0.534164,122 Rue de la Chalouère 49100 Angers,0.96,housenumber,49007_1480_00122,122,Rue de la Chalouère,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,
pingcarto67_,CAP Tiers-Lieux,CAPTL,Tiers Lieu Angers French Tech,36 rue Thiers Angers 49000,47.442048,-0.565845,36 Rue du Lierre 49000 Angers,0.56,housenumber,49007_4813_00036,36,Rue du Lierre,,49000,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,
pingcarto68_,CAP Tiers-Lieux,CAPTL,Le Roch'Lab,ZA les Gours  49190 Rochefort sur Loire,47.363404,-0.638889,Le Clos des Gours 49190 Rochefort-sur-Loire,0.72,locality,49259_b147,,Le Clos des Gours,,49190,Rochefort-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49259,,,
pingcarto69_,CAP Tiers-Lieux,CAPTL,Centrale 7,Rue du Carreau de Bois II Nyoiseau 49500 Segré-en-Anjou Bleu,47.701207,-0.927883,Rue du Carreau 49500 Segré-en-Anjou Bleu,0.64,street,49233_0057,,Rue du Carreau,,49500,Segré-en-Anjou Bleu,"49, Maine-et-Loire, Pays de la Loire",49331,49233,Nyoiseau,
pingcarto70_,CAP Tiers-Lieux,CAPTL,C'est Bio l'Anjou,56 Avenue d'Angers 49190 Rochefort-sur-Loire,47.359087,-0.649008,56 Avenue d'Angers 49190 Rochefort-sur-Loire,0.94,housenumber,49259_0024_00056,56,Avenue d'Angers,,49190,Rochefort-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49259,,,
pingcarto71_,PiNG,PiNG,ßricoLab,8 rue de Bellevue 49630 Corné,47.472105,-0.351075,Rue de Bellevue 49800 Loire-Authion,0.54,street,49106_0022,,Rue de Bellevue,,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49106,Corné,
pingcarto72_,PiNG,PiNG,Centre Social l'Atelier,5 rue de Savennières 49170 St-Georges sur Loire,47.406964,-0.757777,5 Rue de Savennières 49170 Saint-Georges-sur-Loire,0.85,housenumber,49283_0101_00005,5,Rue de Savennières,,49170,Saint-Georges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49283,,,
pingcarto73_,PiNG,PiNG,Centre social ESPACE Baugeois,Square du pont des fées Baugé 49150 Baugé en Anjou,47.537981,-0.098041,Square du Pont des Fees (Baugé) 49150 Baugé-en-Anjou,0.95,locality,49018_1582,,Square du Pont des Fees (Baugé),,49150,Baugé-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49018,49018,Baugé,
pingcarto74_,CGET,CGET,Regus Express Le Mans,Place du 8 Mai 1945 72000 Le Mans,47.99601,0.191548,Place du 8-mai-1945 72000 Le Mans,0.96,street,72181_2732,,Place du 8-mai-1945,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
pingcarto75_,CGET,CGET,La Ruche Numérique,1 Boulevard René Levasseur 72100 Le Mans,48.003758,0.197143,1 Boulevard René Levasseur 72000 Le Mans,0.87,housenumber,72181_4590_00001,1,Boulevard René Levasseur,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
pingcarto76_,CGET,CGET,La Tribu Co_working,10 Rue du Docteur Leroy 72100 Le Mans,48.003062,0.195891,10 Rue du Docteur Leroy 72000 Le Mans,0.87,housenumber,72181_1685_00010,10,Rue du Docteur Leroy,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
pingcarto77_,CAP Tiers-Lieux,CAPTL,Hangar Créalab,43 Place d’Alger 72000 Le Mans,48.001866,0.193392,43 Rue d'Alger 72000 Le Mans,0.73,housenumber,72181_0145_00043,43,Rue d'Alger,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
pingcarto78_,CGET – CAP Tiers-Lieux,CGET-CAPTL,Village Factory Asnière-sur-Vègre,2 bis Rue du Lavoir 72430 Asnières-sur-Vègre,47.888276,-0.232949,Rue du Lavoir 72430 Asnières-sur-Vègre,0.81,street,72010_0010,,Rue du Lavoir,,72430,Asnières-sur-Vègre,"72, Sarthe, Pays de la Loire",72010,,,
pingcarto79_,CGET – PiNG,CGET-PiNG,HAUM,(2eme étage) 57 boulevard Demorieux  72100 Le Mans,47.993797,0.185292,57 Boulevard Demorieux 72100 Le Mans,0.73,housenumber,72181_1590_00057,57,Boulevard Demorieux,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
pingcarto80_,CAP Tiers-Lieux,CAPTL,Le 2-4,2-4 rue des rosiers 53140 Pré-en-Pail ,48.460351,-0.200845,4 Rue des Rosiers 53140 Pré-en-Pail-Saint-Samson,0.66,housenumber,53185_0580_00004,4,Rue des Rosiers,,53140,Pré-en-Pail-Saint-Samson,"53, Mayenne, Pays de la Loire",53185,53185,Pré-en-Pail,
pingcarto81_,CAP Tiers-Lieux,CAPTL,Tiers-Lieu à St-Denis-de-Gastines,2 rue de Bretagne 53500 Saint-Denis-de-Gastines,48.341994,-0.857447,2 Rue de Bretagne 53500 Saint-Denis-de-Gastines,0.94,housenumber,53211_0080_00002,2,Rue de Bretagne,,53500,Saint-Denis-de-Gastines,"53, Mayenne, Pays de la Loire",53211,,,
pingcarto82_,CGET,CGET,Coworking@lude,Allée de l'ancienne gare 72800 Le Lude,47.640942,0.157667,Allée de l'Ancienne Gare 72800 Le Lude,0.95,street,72176_0137,,Allée de l'Ancienne Gare,,72800,Le Lude,"72, Sarthe, Pays de la Loire",72176,72176,Le Lude,
pingcarto83_,CGET,CGET,La Salle à Manger coworking,54 rue des hauts pavés 44000 Nantes,47.225273,-1.566532,54 Rue des Hauts Pavés 44000 Nantes,0.96,housenumber,44109_4080_00054,54,Rue des Hauts Pavés,,44000,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,
pingcarto84_,CGET – PiNG,CGET – PiNG,ICI Nantes,24  rue de la Mitrie 44000 NANTES,47.227053,-1.532983,Rue de la Mitrie 44000 Nantes,0.88,street,44109_5688,,Rue de la Mitrie,,44000,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,
pingcarto85_,CGET,CGET,PlaceToCo,Immeuble Philae ZAC de la Colleraye  44260 Savenay,47.359596,-1.943312,Place de l'Hôtel de Ville 44260 Savenay,0.41,street,44195_0660,,Place de l'Hôtel de Ville,,44260,Savenay,"44, Loire-Atlantique, Pays de la Loire",44195,,,
